DataYear,Testname,TestDate,DistrictNumber,DistrictType,SchoolNumber,DistrictName,SchoolName,Grade,Subject,ReportOrder,ReportCategory,ReportDescription,Filtered,CountTested,CountLevel1,CountLevel2,CountLevel3,CountLevel4,CountLevel5,PercentLevel1,PercentLevel2,PercentLevel3,PercentLevel4,PercentLevel5,AverageScore,AverageScorePrompt1,AverageScorePrompt2,AverageScorePrompt3,AverageScorePrompt4,SchoolClassification,GradeEnrollment,K12Enrollment,FilterThreshold,PublicSchool,index,City,District,School
00-01,MCA,03/13/2001,4015,7,10,"COMMUNITY OF PEACE ACADEMY         ","COMMUNITY OF PEACE ACADEMY         ",3,R,3,Race/Ethnicity,"2-Asian / Pacific Islander",N,31,16,12,3,0,0,51.61,38.71,9.68,0,0,1251.61,NULL,NULL,NULL,NULL,40,44,422,9,Y,109,"Saint Paul","COMMUNITY OF PEACE ACADEMY","COMMUNITY OF PEACE ACADEMY"
00-01,MCA,03/13/2001,4015,7,10,"COMMUNITY OF PEACE ACADEMY         ","COMMUNITY OF PEACE ACADEMY         ",3,R,4,Race/Ethnicity,3-Hispanic,Y,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,40,44,422,9,Y,109,"Saint Paul","COMMUNITY OF PEACE ACADEMY","COMMUNITY OF PEACE ACADEMY"
00-01,MCA,03/13/2001,4015,7,10,"COMMUNITY OF PEACE ACADEMY         ","COMMUNITY OF PEACE ACADEMY         ",3,R,5,Race/Ethnicity,4-Black,Y,9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,40,44,422,9,Y,109,"Saint Paul","COMMUNITY OF PEACE ACADEMY","COMMUNITY OF PEACE ACADEMY"
00-01,MCA,03/13/2001,4015,7,10,"COMMUNITY OF PEACE ACADEMY         ","COMMUNITY OF PEACE ACADEMY         ",3,R,6,Race/Ethnicity,5-White,Y,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,40,44,422,9,Y,109,"Saint Paul","COMMUNITY OF PEACE ACADEMY","COMMUNITY OF PEACE ACADEMY"
00-01,MCA,03/13/2001,4015,7,10,"COMMUNITY OF PEACE ACADEMY         ","COMMUNITY OF PEACE ACADEMY         ",3,R,7,Gender,Male,N,24,17,5,2,0,0,70.83,20.83,8.33,0,0,1175,NULL,NULL,NULL,NULL,40,44,422,9,Y,109,"Saint Paul","COMMUNITY OF PEACE ACADEMY","COMMUNITY OF PEACE ACADEMY"
00-01,MCA,03/13/2001,4015,7,10,"COMMUNITY OF PEACE ACADEMY         ","COMMUNITY OF PEACE ACADEMY         ",3,R,8,Gender,Female,N,20,9,9,1,0,1,45,45,5,0,5,1296.5,NULL,NULL,NULL,NULL,40,44,422,9,Y,109,"Saint Paul","COMMUNITY OF PEACE ACADEMY","COMMUNITY OF PEACE ACADEMY"
00-01,MCA,03/13/2001,4015,7,10,"COMMUNITY OF PEACE ACADEMY         ","COMMUNITY OF PEACE ACADEMY         ",3,R,9,"Special Education","Receiving Special Education Services",Y,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,40,44,422,9,Y,109,"Saint Paul","COMMUNITY OF PEACE ACADEMY","COMMUNITY OF PEACE ACADEMY"
00-01,MCA,03/13/2001,4015,7,10,"COMMUNITY OF PEACE ACADEMY         ","COMMUNITY OF PEACE ACADEMY         ",3,R,10,"Limited English Proficient","Eligible for LEP Services",N,20,15,5,0,0,0,75,25,0,0,0,1185.5,NULL,NULL,NULL,NULL,40,44,422,9,Y,109,"Saint Paul","COMMUNITY OF PEACE ACADEMY","COMMUNITY OF PEACE ACADEMY"
00-01,MCA,03/13/2001,4015,7,10,"COMMUNITY OF PEACE ACADEMY         ","COMMUNITY OF PEACE ACADEMY         ",3,R,11,EconomicStatus,"Eligible for Free/Reduced Priced Meals",N,38,24,12,2,0,0,63.16,31.58,5.26,0,0,1211.32,NULL,NULL,NULL,NULL,40,44,422,9,Y,109,"Saint Paul","COMMUNITY OF PEACE ACADEMY","COMMUNITY OF PEACE ACADEMY"
00-01,MCA,03/13/2001,4015,7,10,"COMMUNITY OF PEACE ACADEMY         ","COMMUNITY OF PEACE ACADEMY         ",3,R,12,"Student Stability","Enrolled in Same School On October 1",N,43,25,14,3,0,1,58.14,32.56,6.98,0,2.33,1234.65,NULL,NULL,NULL,NULL,40,44,422,9,Y,109,"Saint Paul","COMMUNITY OF PEACE ACADEMY","COMMUNITY OF PEACE ACADEMY"
00-01,MCA,03/27/2001,4015,7,10,"COMMUNITY OF PEACE ACADEMY         ","COMMUNITY OF PEACE ACADEMY         ",5,M,1,"All Categories","All Students",N,47,17,20,8,2,0,36.17,42.55,17.02,4.26,0,1271.28,NULL,NULL,NULL,NULL,40,48,422,9,Y,109,"Saint Paul","COMMUNITY OF PEACE ACADEMY","COMMUNITY OF PEACE ACADEMY"
00-01,MCA,03/27/2001,4015,7,10,"COMMUNITY OF PEACE ACADEMY         ","COMMUNITY OF PEACE ACADEMY         ",5,M,3,Race/Ethnicity,"2-Asian / Pacific Islander",N,33,12,14,6,1,0,36.36,42.42,18.18,3.03,0,1270.61,NULL,NULL,NULL,NULL,40,48,422,9,Y,109,"Saint Paul","COMMUNITY OF PEACE ACADEMY","COMMUNITY OF PEACE ACADEMY"
00-01,MCA,03/27/2001,4015,7,10,"COMMUNITY OF PEACE ACADEMY         ","COMMUNITY OF PEACE ACADEMY         ",5,M,4,Race/Ethnicity,3-Hispanic,Y,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,40,48,422,9,Y,109,"Saint Paul","COMMUNITY OF PEACE ACADEMY","COMMUNITY OF PEACE ACADEMY"
00-01,MCA,03/27/2001,4015,7,10,"COMMUNITY OF PEACE ACADEMY         ","COMMUNITY OF PEACE ACADEMY         ",5,M,5,Race/Ethnicity,4-Black,Y,8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,40,48,422,9,Y,109,"Saint Paul","COMMUNITY OF PEACE ACADEMY","COMMUNITY OF PEACE ACADEMY"
00-01,MCA,03/27/2001,4015,7,10,"COMMUNITY OF PEACE ACADEMY         ","COMMUNITY OF PEACE ACADEMY         ",5,M,6,Race/Ethnicity,5-White,Y,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,40,48,422,9,Y,109,"Saint Paul","COMMUNITY OF PEACE ACADEMY","COMMUNITY OF PEACE ACADEMY"
00-01,MCA,03/27/2001,4015,7,10,"COMMUNITY OF PEACE ACADEMY         ","COMMUNITY OF PEACE ACADEMY         ",5,M,7,Gender,Male,N,28,9,13,5,1,0,32.14,46.43,17.86,3.57,0,1272.5,NULL,NULL,NULL,NULL,40,48,422,9,Y,109,"Saint Paul","COMMUNITY OF PEACE ACADEMY","COMMUNITY OF PEACE ACADEMY"
00-01,MCA,03/27/2001,4015,7,10,"COMMUNITY OF PEACE ACADEMY         ","COMMUNITY OF PEACE ACADEMY         ",5,M,8,Gender,Female,N,19,8,7,3,1,0,42.11,36.84,15.79,5.26,0,1269.47,NULL,NULL,NULL,NULL,40,48,422,9,Y,109,"Saint Paul","COMMUNITY OF PEACE ACADEMY","COMMUNITY OF PEACE ACADEMY"
00-01,MCA,03/27/2001,4015,7,10,"COMMUNITY OF PEACE ACADEMY         ","COMMUNITY OF PEACE ACADEMY         ",5,M,9,"Special Education","Receiving Special Education Services",Y,9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,40,48,422,9,Y,109,"Saint Paul","COMMUNITY OF PEACE ACADEMY","COMMUNITY OF PEACE ACADEMY"
00-01,MCA,03/27/2001,4015,7,10,"COMMUNITY OF PEACE ACADEMY         ","COMMUNITY OF PEACE ACADEMY         ",5,M,10,"Limited English Proficient","Eligible for LEP Services",N,19,12,6,1,0,0,63.16,31.58,5.26,0,0,1182.63,NULL,NULL,NULL,NULL,40,48,422,9,Y,109,"Saint Paul","COMMUNITY OF PEACE ACADEMY","COMMUNITY OF PEACE ACADEMY"
00-01,MCA,03/27/2001,4015,7,10,"COMMUNITY OF PEACE ACADEMY         ","COMMUNITY OF PEACE ACADEMY         ",5,M,11,EconomicStatus,"Eligible for Free/Reduced Priced Meals",N,41,15,17,7,2,0,36.59,41.46,17.07,4.88,0,1269.76,NULL,NULL,NULL,NULL,40,48,422,9,Y,109,"Saint Paul","COMMUNITY OF PEACE ACADEMY","COMMUNITY OF PEACE ACADEMY"
00-01,MCA,03/27/2001,4015,7,10,"COMMUNITY OF PEACE ACADEMY         ","COMMUNITY OF PEACE ACADEMY         ",5,M,12,"Student Stability","Enrolled in Same School On October 1",N,45,17,18,8,2,0,37.78,40,17.78,4.44,0,1267.56,NULL,NULL,NULL,NULL,40,48,422,9,Y,109,"Saint Paul","COMMUNITY OF PEACE ACADEMY","COMMUNITY OF PEACE ACADEMY"
00-01,MCA,03/13/2001,4015,7,10,"COMMUNITY OF PEACE ACADEMY         ","COMMUNITY OF PEACE ACADEMY         ",5,R,1,"All Categories","All Students",N,47,24,15,4,4,0,51.06,31.91,8.51,8.51,0,1246.38,NULL,NULL,NULL,NULL,40,48,422,9,Y,109,"Saint Paul","COMMUNITY OF PEACE ACADEMY","COMMUNITY OF PEACE ACADEMY"
00-01,MCA,03/13/2001,4015,7,10,"COMMUNITY OF PEACE ACADEMY         ","COMMUNITY OF PEACE ACADEMY         ",5,R,3,Race/Ethnicity,"2-Asian / Pacific Islander",N,33,18,10,3,2,0,54.55,30.3,9.09,6.06,0,1233.33,NULL,NULL,NULL,NULL,40,48,422,9,Y,109,"Saint Paul","COMMUNITY OF PEACE ACADEMY","COMMUNITY OF PEACE ACADEMY"
00-01,MCA,03/13/2001,4015,7,10,"COMMUNITY OF PEACE ACADEMY         ","COMMUNITY OF PEACE ACADEMY         ",5,R,4,Race/Ethnicity,3-Hispanic,Y,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,40,48,422,9,Y,109,"Saint Paul","COMMUNITY OF PEACE ACADEMY","COMMUNITY OF PEACE ACADEMY"
00-01,MCA,03/13/2001,4015,7,10,"COMMUNITY OF PEACE ACADEMY         ","COMMUNITY OF PEACE ACADEMY         ",5,R,5,Race/Ethnicity,4-Black,Y,9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,40,48,422,9,Y,109,"Saint Paul","COMMUNITY OF PEACE ACADEMY","COMMUNITY OF PEACE ACADEMY"
00-01,MCA,03/13/2001,4015,7,10,"COMMUNITY OF PEACE ACADEMY         ","COMMUNITY OF PEACE ACADEMY         ",5,R,6,Race/Ethnicity,5-White,Y,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,40,48,422,9,Y,109,"Saint Paul","COMMUNITY OF PEACE ACADEMY","COMMUNITY OF PEACE ACADEMY"
00-01,MCA,03/13/2001,4015,7,10,"COMMUNITY OF PEACE ACADEMY         ","COMMUNITY OF PEACE ACADEMY         ",5,R,7,Gender,Male,N,29,14,9,3,3,0,48.28,31.03,10.34,10.34,0,1243.1,NULL,NULL,NULL,NULL,40,48,422,9,Y,109,"Saint Paul","COMMUNITY OF PEACE ACADEMY","COMMUNITY OF PEACE ACADEMY"
00-01,MCA,03/13/2001,4015,7,10,"COMMUNITY OF PEACE ACADEMY         ","COMMUNITY OF PEACE ACADEMY         ",5,R,8,Gender,Female,N,18,10,6,1,1,0,55.56,33.33,5.56,5.56,0,1251.67,NULL,NULL,NULL,NULL,40,48,422,9,Y,109,"Saint Paul","COMMUNITY OF PEACE ACADEMY","COMMUNITY OF PEACE ACADEMY"
00-01,MCA,03/13/2001,4015,7,10,"COMMUNITY OF PEACE ACADEMY         ","COMMUNITY OF PEACE ACADEMY         ",5,R,9,"Special Education","Receiving Special Education Services",Y,9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,40,48,422,9,Y,109,"Saint Paul","COMMUNITY OF PEACE ACADEMY","COMMUNITY OF PEACE ACADEMY"
00-01,MCA,03/13/2001,4015,7,10,"COMMUNITY OF PEACE ACADEMY         ","COMMUNITY OF PEACE ACADEMY         ",5,R,10,"Limited English Proficient","Eligible for LEP Services",N,18,16,2,0,0,0,88.89,11.11,0,0,0,1090,NULL,NULL,NULL,NULL,40,48,422,9,Y,109,"Saint Paul","COMMUNITY OF PEACE ACADEMY","COMMUNITY OF PEACE ACADEMY"
00-01,MCA,03/13/2001,4015,7,10,"COMMUNITY OF PEACE ACADEMY         ","COMMUNITY OF PEACE ACADEMY         ",5,R,11,EconomicStatus,"Eligible for Free/Reduced Priced Meals",N,40,22,11,4,3,0,55,27.5,10,7.5,0,1230.5,NULL,NULL,NULL,NULL,40,48,422,9,Y,109,"Saint Paul","COMMUNITY OF PEACE ACADEMY","COMMUNITY OF PEACE ACADEMY"
00-01,MCA,03/13/2001,4015,7,10,"COMMUNITY OF PEACE ACADEMY         ","COMMUNITY OF PEACE ACADEMY         ",5,R,12,"Student Stability","Enrolled in Same School On October 1",N,45,24,13,4,4,0,53.33,28.89,8.89,8.89,0,1241.78,NULL,NULL,NULL,NULL,40,48,422,9,Y,109,"Saint Paul","COMMUNITY OF PEACE ACADEMY","COMMUNITY OF PEACE ACADEMY"
00-01,MCA,03/15/2001,4015,7,10,"COMMUNITY OF PEACE ACADEMY         ","COMMUNITY OF PEACE ACADEMY         ",5,W,1,"All Categories","All Students",N,48,7,21,7,13,0,14.58,43.75,14.58,27.08,0,NULL,1394.17,1277.5,1364.17,1360,40,48,422,9,Y,109,"Saint Paul","COMMUNITY OF PEACE ACADEMY","COMMUNITY OF PEACE ACADEMY"
00-01,MCA,03/15/2001,4015,7,10,"COMMUNITY OF PEACE ACADEMY         ","COMMUNITY OF PEACE ACADEMY         ",5,W,3,Race/Ethnicity,"2-Asian / Pacific Islander",N,33,7,13,4,9,0,21.21,39.39,12.12,27.27,0,NULL,1365.71,1311.11,1285.71,1334,40,48,422,9,Y,109,"Saint Paul","COMMUNITY OF PEACE ACADEMY","COMMUNITY OF PEACE ACADEMY"
00-01,MCA,03/15/2001,4015,7,10,"COMMUNITY OF PEACE ACADEMY         ","COMMUNITY OF PEACE ACADEMY         ",5,W,4,Race/Ethnicity,3-Hispanic,Y,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,40,48,422,9,Y,109,"Saint Paul","COMMUNITY OF PEACE ACADEMY","COMMUNITY OF PEACE ACADEMY"
00-01,MCA,03/15/2001,4015,7,10,"COMMUNITY OF PEACE ACADEMY         ","COMMUNITY OF PEACE ACADEMY         ",5,W,5,Race/Ethnicity,4-Black,Y,8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,40,48,422,9,Y,109,"Saint Paul","COMMUNITY OF PEACE ACADEMY","COMMUNITY OF PEACE ACADEMY"
00-01,MCA,03/15/2001,4015,7,10,"COMMUNITY OF PEACE ACADEMY         ","COMMUNITY OF PEACE ACADEMY         ",5,W,6,Race/Ethnicity,5-White,Y,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,40,48,422,9,Y,109,"Saint Paul","COMMUNITY OF PEACE ACADEMY","COMMUNITY OF PEACE ACADEMY"
00-01,MCA,03/15/2001,4015,7,10,"COMMUNITY OF PEACE ACADEMY         ","COMMUNITY OF PEACE ACADEMY         ",5,W,7,Gender,Male,N,29,6,12,4,7,0,20.69,41.38,13.79,24.14,0,NULL,1410,1170,1318.75,1341.43,40,48,422,9,Y,109,"Saint Paul","COMMUNITY OF PEACE ACADEMY","COMMUNITY OF PEACE ACADEMY"
00-01,MCA,03/15/2001,4015,7,10,"COMMUNITY OF PEACE ACADEMY         ","COMMUNITY OF PEACE ACADEMY         ",5,W,8,Gender,Female,N,19,1,9,3,6,0,5.26,47.37,15.79,31.58,0,NULL,1372,1428,1455,1386,40,48,422,9,Y,109,"Saint Paul","COMMUNITY OF PEACE ACADEMY","COMMUNITY OF PEACE ACADEMY"
00-01,MCA,03/15/2001,4015,7,10,"COMMUNITY OF PEACE ACADEMY         ","COMMUNITY OF PEACE ACADEMY         ",5,W,9,"Special Education","Receiving Special Education Services",Y,9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,40,48,422,9,Y,109,"Saint Paul","COMMUNITY OF PEACE ACADEMY","COMMUNITY OF PEACE ACADEMY"
00-01,MCA,03/15/2001,4015,7,10,"COMMUNITY OF PEACE ACADEMY         ","COMMUNITY OF PEACE ACADEMY         ",5,W,10,"Limited English Proficient","Eligible for LEP Services",N,19,7,8,3,1,0,36.84,42.11,15.79,5.26,0,NULL,1270,1153.33,1210,1227.5,40,48,422,9,Y,109,"Saint Paul","COMMUNITY OF PEACE ACADEMY","COMMUNITY OF PEACE ACADEMY"
00-01,MCA,03/15/2001,4015,7,10,"COMMUNITY OF PEACE ACADEMY         ","COMMUNITY OF PEACE ACADEMY         ",5,W,11,EconomicStatus,"Eligible for Free/Reduced Priced Meals",N,40,6,15,6,13,0,15,37.5,15,32.5,0,NULL,1395,1292.73,1466.25,1355.45,40,48,422,9,Y,109,"Saint Paul","COMMUNITY OF PEACE ACADEMY","COMMUNITY OF PEACE ACADEMY"
00-01,MCA,03/15/2001,4015,7,10,"COMMUNITY OF PEACE ACADEMY         ","COMMUNITY OF PEACE ACADEMY         ",5,W,12,"Student Stability","Enrolled in Same School On October 1",N,46,7,20,6,13,0,15.22,43.48,13.04,28.26,0,NULL,1394.17,1292.73,1352.73,1360,40,48,422,9,Y,109,"Saint Paul","COMMUNITY OF PEACE ACADEMY","COMMUNITY OF PEACE ACADEMY"
00-01,MCA,03/27/2001,4025,7,10,"CYBER VILLAGE ACADEMY              ","CYBER VILLAGE ACADEMY              ",5,M,1,"All Categories","All Students",N,29,3,9,5,7,5,10.34,31.03,17.24,24.14,17.24,1479.66,NULL,NULL,NULL,NULL,10,36,198,9,Y,23,"Saint Paul","CYBER VILLAGE ACADEMY","CYBER VILLAGE ACADEMY"
00-01,MCA,03/27/2001,4025,7,10,"CYBER VILLAGE ACADEMY              ","CYBER VILLAGE ACADEMY              ",5,M,3,Race/Ethnicity,"2-Asian / Pacific Islander",Y,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10,36,198,9,Y,23,"Saint Paul","CYBER VILLAGE ACADEMY","CYBER VILLAGE ACADEMY"
00-01,MCA,03/27/2001,4025,7,10,"CYBER VILLAGE ACADEMY              ","CYBER VILLAGE ACADEMY              ",5,M,5,Race/Ethnicity,4-Black,Y,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10,36,198,9,Y,23,"Saint Paul","CYBER VILLAGE ACADEMY","CYBER VILLAGE ACADEMY"
00-01,MCA,03/27/2001,4025,7,10,"CYBER VILLAGE ACADEMY              ","CYBER VILLAGE ACADEMY              ",5,M,6,Race/Ethnicity,5-White,N,26,2,9,3,7,5,7.69,34.62,11.54,26.92,19.23,1495.38,NULL,NULL,NULL,NULL,10,36,198,9,Y,23,"Saint Paul","CYBER VILLAGE ACADEMY","CYBER VILLAGE ACADEMY"
00-01,MCA,03/27/2001,4025,7,10,"CYBER VILLAGE ACADEMY              ","CYBER VILLAGE ACADEMY              ",5,M,7,Gender,Male,N,18,3,4,2,5,4,16.67,22.22,11.11,27.78,22.22,1497.22,NULL,NULL,NULL,NULL,10,36,198,9,Y,23,"Saint Paul","CYBER VILLAGE ACADEMY","CYBER VILLAGE ACADEMY"
00-01,MCA,03/27/2001,4025,7,10,"CYBER VILLAGE ACADEMY              ","CYBER VILLAGE ACADEMY              ",5,M,8,Gender,Female,N,11,0,5,3,2,1,0,45.45,27.27,18.18,9.09,1450.91,NULL,NULL,NULL,NULL,10,36,198,9,Y,23,"Saint Paul","CYBER VILLAGE ACADEMY","CYBER VILLAGE ACADEMY"
00-01,MCA,03/27/2001,4025,7,10,"CYBER VILLAGE ACADEMY              ","CYBER VILLAGE ACADEMY              ",5,M,9,"Special Education","Receiving Special Education Services",Y,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10,36,198,9,Y,23,"Saint Paul","CYBER VILLAGE ACADEMY","CYBER VILLAGE ACADEMY"
00-01,MCA,03/27/2001,4025,7,10,"CYBER VILLAGE ACADEMY              ","CYBER VILLAGE ACADEMY              ",5,M,11,EconomicStatus,"Eligible for Free/Reduced Priced Meals",N,12,2,4,4,1,1,16.67,33.33,33.33,8.33,8.33,1392.5,NULL,NULL,NULL,NULL,10,36,198,9,Y,23,"Saint Paul","CYBER VILLAGE ACADEMY","CYBER VILLAGE ACADEMY"
00-01,MCA,03/27/2001,4025,7,10,"CYBER VILLAGE ACADEMY              ","CYBER VILLAGE ACADEMY              ",5,M,12,"Student Stability","Enrolled in Same School On October 1",N,26,3,9,4,7,3,11.54,34.62,15.38,26.92,11.54,1455.38,NULL,NULL,NULL,NULL,10,36,198,9,Y,23,"Saint Paul","CYBER VILLAGE ACADEMY","CYBER VILLAGE ACADEMY"
00-01,MCA,03/13/2001,4025,7,10,"CYBER VILLAGE ACADEMY              ","CYBER VILLAGE ACADEMY              ",5,R,1,"All Categories","All Students",N,29,4,2,3,11,9,13.79,6.9,10.34,37.93,31.03,1583.79,NULL,NULL,NULL,NULL,10,36,198,9,Y,23,"Saint Paul","CYBER VILLAGE ACADEMY","CYBER VILLAGE ACADEMY"
00-01,MCA,03/13/2001,4025,7,10,"CYBER VILLAGE ACADEMY              ","CYBER VILLAGE ACADEMY              ",5,R,3,Race/Ethnicity,"2-Asian / Pacific Islander",Y,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10,36,198,9,Y,23,"Saint Paul","CYBER VILLAGE ACADEMY","CYBER VILLAGE ACADEMY"
00-01,MCA,03/13/2001,4025,7,10,"CYBER VILLAGE ACADEMY              ","CYBER VILLAGE ACADEMY              ",5,R,5,Race/Ethnicity,4-Black,Y,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10,36,198,9,Y,23,"Saint Paul","CYBER VILLAGE ACADEMY","CYBER VILLAGE ACADEMY"
00-01,MCA,03/13/2001,4025,7,10,"CYBER VILLAGE ACADEMY              ","CYBER VILLAGE ACADEMY              ",5,R,6,Race/Ethnicity,5-White,N,26,3,2,3,11,7,11.54,7.69,11.54,42.31,26.92,1579.23,NULL,NULL,NULL,NULL,10,36,198,9,Y,23,"Saint Paul","CYBER VILLAGE ACADEMY","CYBER VILLAGE ACADEMY"
00-01,MCA,03/13/2001,4025,7,10,"CYBER VILLAGE ACADEMY              ","CYBER VILLAGE ACADEMY              ",5,R,7,Gender,Male,N,18,4,1,1,7,5,22.22,5.56,5.56,38.89,27.78,1541.11,NULL,NULL,NULL,NULL,10,36,198,9,Y,23,"Saint Paul","CYBER VILLAGE ACADEMY","CYBER VILLAGE ACADEMY"
00-01,MCA,03/13/2001,4025,7,10,"CYBER VILLAGE ACADEMY              ","CYBER VILLAGE ACADEMY              ",5,R,8,Gender,Female,N,11,0,1,2,4,4,0,9.09,18.18,36.36,36.36,1653.64,NULL,NULL,NULL,NULL,10,36,198,9,Y,23,"Saint Paul","CYBER VILLAGE ACADEMY","CYBER VILLAGE ACADEMY"
00-01,MCA,03/13/2001,4025,7,10,"CYBER VILLAGE ACADEMY              ","CYBER VILLAGE ACADEMY              ",5,R,9,"Special Education","Receiving Special Education Services",Y,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10,36,198,9,Y,23,"Saint Paul","CYBER VILLAGE ACADEMY","CYBER VILLAGE ACADEMY"
00-01,MCA,03/13/2001,4025,7,10,"CYBER VILLAGE ACADEMY              ","CYBER VILLAGE ACADEMY              ",5,R,11,EconomicStatus,"Eligible for Free/Reduced Priced Meals",N,12,2,1,2,5,2,16.67,8.33,16.67,41.67,16.67,1531.67,NULL,NULL,NULL,NULL,10,36,198,9,Y,23,"Saint Paul","CYBER VILLAGE ACADEMY","CYBER VILLAGE ACADEMY"
00-01,MCA,03/13/2001,4025,7,10,"CYBER VILLAGE ACADEMY              ","CYBER VILLAGE ACADEMY              ",5,R,12,"Student Stability","Enrolled in Same School On October 1",N,26,4,2,3,11,6,15.38,7.69,11.54,42.31,23.08,1558.85,NULL,NULL,NULL,NULL,10,36,198,9,Y,23,"Saint Paul","CYBER VILLAGE ACADEMY","CYBER VILLAGE ACADEMY"
00-01,MCA,03/15/2001,4025,7,10,"CYBER VILLAGE ACADEMY              ","CYBER VILLAGE ACADEMY              ",5,W,1,"All Categories","All Students",N,29,3,3,5,17,1,10.34,10.34,17.24,58.62,3.45,NULL,1443.33,1702.86,1614.44,1442.86,10,36,198,9,Y,23,"Saint Paul","CYBER VILLAGE ACADEMY","CYBER VILLAGE ACADEMY"
00-01,MCA,03/15/2001,4025,7,10,"CYBER VILLAGE ACADEMY              ","CYBER VILLAGE ACADEMY              ",5,W,3,Race/Ethnicity,"2-Asian / Pacific Islander",Y,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10,36,198,9,Y,23,"Saint Paul","CYBER VILLAGE ACADEMY","CYBER VILLAGE ACADEMY"
00-01,MCA,03/15/2001,4025,7,10,"CYBER VILLAGE ACADEMY              ","CYBER VILLAGE ACADEMY              ",5,W,5,Race/Ethnicity,4-Black,Y,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10,36,198,9,Y,23,"Saint Paul","CYBER VILLAGE ACADEMY","CYBER VILLAGE ACADEMY"
00-01,MCA,03/15/2001,4025,7,10,"CYBER VILLAGE ACADEMY              ","CYBER VILLAGE ACADEMY              ",5,W,6,Race/Ethnicity,5-White,N,26,2,3,5,15,1,7.69,11.54,19.23,57.69,3.85,NULL,1443.33,1730,1614.44,1520,10,36,198,9,Y,23,"Saint Paul","CYBER VILLAGE ACADEMY","CYBER VILLAGE ACADEMY"
00-01,MCA,03/15/2001,4025,7,10,"CYBER VILLAGE ACADEMY              ","CYBER VILLAGE ACADEMY              ",5,W,7,Gender,Male,N,18,2,2,3,10,1,11.11,11.11,16.67,55.56,5.56,NULL,1405,1792.5,1676,1504,10,36,198,9,Y,23,"Saint Paul","CYBER VILLAGE ACADEMY","CYBER VILLAGE ACADEMY"
00-01,MCA,03/15/2001,4025,7,10,"CYBER VILLAGE ACADEMY              ","CYBER VILLAGE ACADEMY              ",5,W,8,Gender,Female,N,11,1,1,2,7,0,9.09,9.09,18.18,63.64,0,NULL,1520,1583.33,1537.5,1290,10,36,198,9,Y,23,"Saint Paul","CYBER VILLAGE ACADEMY","CYBER VILLAGE ACADEMY"
